timestamp,temp,kwh
2025-01-01 00:00:00,28.466224747032324,46.179583638553254
2025-01-01 01:00:00,28.734699118993955,46.400664116756296
2025-01-01 02:00:00,30.087004255103892,52.81745634844015
2025-01-01 03:00:00,31.4085976533094,48.30543839354388
2025-01-01 04:00:00,30.479606936197985,47.575734767716575
2025-01-01 05:00:00,30.779321337931197,53.511687084493595
2025-01-01 06:00:00,32.33222367702925,51.41139781310107
2025-01-01 07:00:00,31.58057868681287,54.546640868257946
2025-01-01 08:00:00,30.291350127228693,64.62273817803778
2025-01-01 09:00:00,30.624221803051753,58.91821416466825
2025-01-01 10:00:00,29.19811927037337,59.60070166639798
2025-01-01 11:00:00,28.472726757074696,52.78983131871488
2025-01-01 12:00:00,28.262423241876164,58.13656172958052
2025-01-01 13:00:00,25.761772093589535,51.969461726421464
2025-01-01 14:00:00,25.18891915861291,51.759169331983884
2025-01-01 15:00:00,25.49770305767092,48.95914928770147
2025-01-01 16:00:00,24.660512317002482,44.40567192390295
2025-01-01 17:00:00,25.42247381183235,52.27020905554675
2025-01-01 18:00:00,24.34243416420637,42.6261720381331
2025-01-01 19:00:00,24.0412329846879,37.32216789571061
2025-01-01 20:00:00,26.643296228407266,45.78147881039299
2025-01-01 21:00:00,25.766912040674466,41.95613488083315
2025-01-01 22:00:00,26.62287598837368,48.766204713442065
2025-01-01 23:00:00,26.15259774034501,45.15000339036634
2025-01-02 00:00:00,27.702180266870837,42.90222931539078
2025-01-02 01:00:00,29.002881653566437,47.2871271159739
2025-01-02 02:00:00,28.71689158455314,46.54829274456234
2025-01-02 03:00:00,30.55956520472716,45.26068707847051
2025-01-02 04:00:00,30.255251705909252,46.6382563211836
2025-01-02 05:00:00,30.802108925523566,48.76151334500284
2025-01-02 06:00:00,30.656321156707463,44.07271657350563
2025-01-02 07:00:00,32.51728647296534,53.673596056092535
2025-01-02 08:00:00,30.72496487805395,59.55772124653799
2025-01-02 09:00:00,29.412838046885902,52.924426780459896
2025-01-02 10:00:00,30.295722376173533,60.74493887294435
2025-01-02 11:00:00,27.937468661821725,57.43506182535199
2025-01-02 12:00:00,28.304777322494786,56.629702617085286
2025-01-02 13:00:00,25.793493212079596,50.45608325611636
2025-01-02 14:00:00,25.575137607372238,52.80957414852559
2025-01-02 15:00:00,26.17385509162664,54.153600246358025
2025-01-02 16:00:00,26.130383499133995,52.95690100760026
2025-01-02 17:00:00,25.377003592575754,48.20476971533208
2025-01-02 18:00:00,25.04516782058039,50.91110437357824
2025-01-02 19:00:00,24.999026011152345,43.584688772550656
2025-01-02 20:00:00,24.356792642843722,37.05233958128351
2025-01-02 21:00:00,25.440490736215573,47.08670134258532
2025-01-02 22:00:00,26.269175429723152,40.70762297154552
2025-01-02 23:00:00,28.20692709215855,45.8696898059058
2025-01-03 00:00:00,28.481373300547787,44.249015152967004
2025-01-03 01:00:00,27.57250367991039,45.30031913159949
2025-01-03 02:00:00,29.96574584440885,43.7116774420301
2025-01-03 03:00:00,30.019733188119606,47.39739434216513
2025-01-03 04:00:00,30.263017280001566,46.19706750295712
2025-01-03 05:00:00,31.593597178832916,52.27448996557612
2025-01-03 06:00:00,32.03127828688978,55.63964304292833
2025-01-03 07:00:00,31.84928024305318,54.26672299883938
2025-01-03 08:00:00,30.133180861668222,52.12474746842612
2025-01-03 09:00:00,30.080429111771686,65.27098135997268
2025-01-03 10:00:00,29.971489414015867,59.83452076709116
2025-01-03 11:00:00,29.763371905898467,56.24457200913824
2025-01-03 12:00:00,27.823139278616786,55.55303445848303
2025-01-03 13:00:00,27.2814943522544,54.635259301565995
2025-01-03 14:00:00,25.821410689688193,49.47799309058406
2025-01-03 15:00:00,25.12819302606884,50.82449744895014
2025-01-03 16:00:00,26.25842311545506,50.44274474495819
2025-01-03 17:00:00,26.393693212882468,51.295561805118375
2025-01-03 18:00:00,25.14887057162875,48.2091296216665
2025-01-03 19:00:00,26.11152750833943,37.702735645792025
2025-01-03 20:00:00,25.89771127757781,42.053389710286204
2025-01-03 21:00:00,25.569062521649276,42.78021084851771
2025-01-03 22:00:00,26.995595153299746,45.136722064168666
2025-01-03 23:00:00,28.66045078675823,49.04858717407052
2025-01-04 00:00:00,28.246548875921317,52.81680860670297
2025-01-04 01:00:00,30.303381767168048,53.94791068625178
2025-01-04 02:00:00,27.67941362393748,53.34193611638103
2025-01-04 03:00:00,31.0540520542691,52.82474107815858
2025-01-04 04:00:00,30.94292357315313,53.9952482841382
2025-01-04 05:00:00,30.93378130570379,53.788206135997086
2025-01-04 06:00:00,31.34861832843768,60.66768116860575
2025-01-04 07:00:00,29.58293205439577,57.07764324033261
2025-01-04 08:00:00,30.697548408292583,67.71750284606163
2025-01-04 09:00:00,30.682220107978317,69.44378578999635
2025-01-04 10:00:00,30.95752494300249,64.08569655016852
2025-01-04 11:00:00,28.637050667897924,63.59247656179921
2025-01-04 12:00:00,27.628414824894726,60.35562339966101
2025-01-04 13:00:00,27.097346937034086,62.3158707983161
2025-01-04 14:00:00,27.507531401370937,60.16788382481109
2025-01-04 15:00:00,26.416890251377385,57.39557378724905
2025-01-04 16:00:00,25.25332533284233,58.078711154799166
2025-01-04 17:00:00,25.788046174832758,60.046990616272666
2025-01-04 18:00:00,25.35287174668771,54.63013355949748
