floor_area,num_residents,avg_temp,has_ac,insulation_level,monthly_energy_cost
332.2480151508882,2,34.13733770229895,Yes,1.0,6760
205.66288078458356,1,27.371410805800572,Yes,,2232
491.84598956102093,1,33.89896989575357,Yes,3.0,9571
139.9480851834747,1,28.007123615252713,Yes,4.0,963
388.4538575731901,5,,Yes,5.0,4926
311.35861262882406,3,32.20124430180095,Yes,1.0,6812
398.75684366411684,3,24.67252260423546,No,5.0,2524
68.85420317116849,2,28.97100671064993,Yes,2.0,1811
387.23817539613697,5,28.618344007583893,Yes,4.0,5443
383.5137159561588,5,30.996964022399855,Yes,4.0,6458
481.5193870735645,2,31.974731675270927,Yes,5.0,6362
158.6701942979786,2,25.571884965622715,Yes,3.0,1697
365.16190056385096,4,30.686636483888567,No,3.0,3514
275.8580873967254,2,25.81020773896127,Yes,3.0,2773
377.105836387373,1,24.497644746880106,No,,3540
323.7108514937782,4,26.876167433451418,No,5.0,2177
80.34960408111715,1,24.31156677901788,Yes,2.0,2161
231.0949412991116,3,31.86203189117109,No,4.0,2993
387.59909911697144,2,33.516535731547584,Yes,3.0,8377
251.26116273497604,2,30.50816283935159,Yes,5.0,3482
352.1569504491759,2,34.32958814573156,Yes,4.0,6192
440.19668416704457,2,31.93327600287215,No,4.0,2611
272.56383641861396,3,34.55801352906353,No,4.0,2238
408.66291922473965,3,27.632011447575756,No,5.0,2779
353.4374826163468,3,31.051207696403747,Yes,1.0,5843
468.08757636655173,4,28.062929614900394,Yes,3.0,5719
49.60402164061695,3,,Yes,3.0,1700
483.29346636709647,2,31.292515771182778,Yes,2.0,6956
40.392253668699716,2,32.94020986097845,Yes,4.0,1768
383.15522932889087,2,31.876195461085842,Yes,4.0,6227
236.51982777610004,3,25.299884723927725,Yes,1.0,3165
273.6268760731498,6,32.00970776367145,No,1.0,4555
186.68669286940252,2,31.59587390691951,Yes,4.0,3633
407.00939177767475,3,29.306539008581172,Yes,1.0,5990
273.9439592919404,5,36.341127370595785,Yes,5.0,6738
295.73894261543415,3,27.212713234745742,Yes,3.0,3376
166.82886510200117,2,35.559220010081376,No,3.0,1760
442.4637750488466,2,25.642222456394524,No,1.0,2725
475.2720120235979,2,28.94252456030854,No,2.0,3563
73.73202830027395,6,34.150553832644725,Yes,,4353
498.96937521757604,3,27.039445168107356,Yes,1.0,5099
133.06685223718,2,32.01600971163402,Yes,5.0,1322
358.83477789961825,4,28.082993216908413,Yes,3.0,5156
438.8321846441978,1,32.24606782626009,Yes,4.0,6046
383.3751879005572,5,30.079879481697045,Yes,,6512
233.75483195034172,1,32.53215590692567,No,1.0,980
296.6471579280021,3,26.292112602695987,No,5.0,2204
421.17994095427656,2,28.41850453910674,Yes,3.0,5422
371.551424346003,2,31.13278162763883,Yes,2.0,6275
81.1843065561103,2,29.84700912737362,No,2.0,1127
339.56372932990007,4,28.900486532409623,Yes,5.0,3404
434.95651918121354,2,31.081043435454504,Yes,2.0,7090
160.47904916968488,4,28.75126872397855,Yes,1.0,3447
-1.2066779651976418,5,32.41063432629822,Yes,5.0,2759
204.10588482582895,3,24.048889649101596,Yes,3.0,797
420.7906486626661,2,34.101774991281225,No,3.0,3000
387.51946608719,4,28.92070899670186,Yes,1.0,6383
69.84370639526936,2,33.474918378938845,Yes,4.0,2620
108.89710058801356,5,28.857608005738815,No,4.0,2342
211.36541975256375,3,33.07026549649704,Yes,1.0,5041
311.0390246164807,2,32.401790867320344,Yes,1.0,5304
390.99706802780287,1,32.18289108403188,No,5.0,1994
149.04487530698339,5,26.738268000872534,No,2.0,3045
295.7928603081238,3,30.99730253881471,Yes,,3891
309.473646569191,1,29.010381034852806,Yes,4.0,3167
401.5463425368057,5,28.182799926144895,Yes,2.0,5480
415.09091620888404,3,,Yes,5.0,7747
464.7407778671989,2,33.778766911260895,Yes,1.0,9750
232.0098392626961,4,24.288591399960648,Yes,5.0,2789
320.7650863081892,2,28.637850603254844,Yes,3.0,4120
141.9710814694426,1,29.565658758101726,Yes,1.0,3158
234.15792559984334,1,26.61797900191239,Yes,1.0,3129
421.25836936398167,6,,Yes,2.0,9526
206.06453809007786,3,32.82265427348045,Yes,2.0,4518
228.1558180178962,2,34.21970441894332,No,3.0,1262
289.0949254602456,3,28.120270966814434,Yes,1.0,4624
239.63198014306784,2,30.141575023767057,Yes,5.0,2590
447.2612543567596,3,25.99193002331098,Yes,,4916
416.102158240004,3,30.331585852997673,Yes,,7257
302.57782766739945,3,25.183379494074345,Yes,1.0,3800
227.96961244754223,4,32.01076500851441,Yes,5.0,4138
58.33818174195062,6,27.35927517643023,Yes,5.0,1863
-57.13698240491745,4,29.002754919604254,No,5.0,1593
266.75740562959413,1,27.55819119315742,Yes,3.0,2562
446.87399144110543,3,,No,2.0,3243
336.1477273164914,5,27.058542002594404,Yes,2.0,4272
245.32816435973052,4,33.656741296937525,Yes,5.0,4243
443.761483200286,3,,Yes,,6193
439.5689298728881,4,29.70563212444655,Yes,4.0,5087
336.2982319809781,1,20.2073885150251,Yes,3.0,717
72.44119229991131,3,32.45187246302691,No,2.0,1305
417.5199094889724,1,25.47939403405973,No,4.0,2316
73.4919803495084,3,29.356940902734948,No,2.0,2033
274.0763652257228,1,,No,3.0,1858
331.96504790721167,2,33.979305218878444,No,3.0,2492
230.83277888302322,3,28.345727220015025,No,4.0,2028
297.7627083499335,4,32.22574331087851,Yes,2.0,7156
440.0861231584209,3,29.054446000687108,Yes,4.0,5819
75.09021827845267,2,32.101112508433296,Yes,1.0,2392
496.46073285289503,2,29.438094763119537,Yes,4.0,5707
198.17411688019735,3,,Yes,3.0,3730
130.0262887949953,5,33.609122037856395,Yes,2.0,4391
331.33541124951284,4,28.49004686217372,Yes,5.0,4202
98.9416723362427,2,33.47423172381881,Yes,1.0,2614
253.51628934931153,3,23.978198034787948,No,4.0,2004
498.5939245239341,1,30.821628460491294,Yes,3.0,7616
86.71123294532072,3,27.821586337239733,No,,1258
58.77549207535138,1,26.377658076285204,Yes,1.0,564
55.16748859603224,4,30.602411920694905,Yes,3.0,2369
35.83128141202539,7,27.11576245754465,No,3.0,2873
56.646653588923385,8,28.994221539380455,No,3.0,2676
102.97200075247684,2,31.429848231899904,Yes,3.0,1513
375.4242386242323,6,32.16193052088387,Yes,1.0,9248
83.16534268780293,2,30.980438668172784,No,5.0,528
136.099060254883,1,35.38338675756169,Yes,3.0,2883
268.2140713627076,3,30.04269975440895,Yes,5.0,2940
296.5281708073766,1,31.70027585709755,Yes,2.0,4409
30.020250077235087,4,32.203268607129274,Yes,1.0,1775
91.30850617844538,5,,Yes,2.0,2474
199.20190660533768,3,30.548559648519618,Yes,2.0,3981
130.18372225828693,4,29.25543565789404,Yes,4.0,2629
230.57447174028147,2,28.855188413544614,No,2.0,2157
366.0175056987904,3,31.148517360692118,Yes,2.0,6491
78.25814319864998,5,27.9917736389889,Yes,2.0,2211
255.76881389970757,3,29.044203729269437,Yes,2.0,4076
420.46407091399726,4,26.78036504114946,Yes,3.0,4232
377.105836387373,1,24.497644746880106,No,3.0,3540
205.7235267261433,1,24.81559833301216,Yes,,2140
478.8853706253765,1,27.403389304823566,Yes,1.0,5138
72.71708823335332,1,32.53521754051033,Yes,4.0,1258
421.306991221882,4,30.702096952969725,Yes,4.0,6399
304.03706953292755,2,30.044216285527256,Yes,2.0,4201
289.6604015638464,2,29.785281992460234,Yes,2.0,3734
315.13735162770524,2,33.253032549841876,No,5.0,2620
310.5776730796363,3,32.83321702620912,Yes,3.0,6540
375.33987921884454,3,30.361235403601462,Yes,1.0,7084
76.30267252802133,3,35.13074619373753,Yes,4.0,2323
347.19404348369517,4,31.642612092367482,Yes,1.0,7042
165.37052175973125,1,27.110951954123,Yes,3.0,2326
394.1815362071928,3,28.988458411157087,Yes,2.0,4853
153.6466464211834,2,29.650991465890183,Yes,1.0,2619
55.32063201873119,3,28.366202184541237,Yes,1.0,1310
278.5992132799988,2,31.50737495636563,No,4.0,2137
232.12125756872618,2,29.961379696790235,No,2.0,2962
419.04111883645425,3,33.23405550274542,No,3.0,2361
223.33000537038436,4,30.616607843008477,Yes,2.0,4375
319.23620386374205,3,29.789151590720238,Yes,1.0,5273
308.90332489741576,4,37.74079537846654,No,1.0,3830
399.27450585535723,2,31.381221385806253,Yes,4.0,6522
449.1867417467391,2,26.131420663705534,No,5.0,3215
188.7641762092685,6,32.64531815091665,Yes,1.0,6089
117.4359728666193,5,30.838572068684922,Yes,5.0,3565
340.7861334886057,2,25.41491475507678,Yes,5.0,2486
102.32155701482498,1,30.87595782140637,Yes,,2021
152.77887114662764,7,29.289415083100746,Yes,3.0,3916
219.92195205252798,1,32.7804524927831,No,4.0,1095
34.044531990049144,4,30.32862543017922,No,1.0,2238
167.8679072810184,1,30.728619537831833,Yes,2.0,3010
257.03485133296584,2,30.958300318623554,No,3.0,1273
72.52741869772069,2,22.86051922516636,Yes,3.0,938
356.5147070863469,1,29.412951315541324,Yes,1.0,4915
186.15899362147763,2,24.923657365819466,No,3.0,1682
102.71667398249035,3,27.754771803915332,Yes,5.0,2078
418.2033614952558,1,28.151671055765494,Yes,2.0,4727
238.62810282455249,7,34.63556043361158,No,2.0,4177
73.2596816184184,6,32.22595376015833,Yes,4.0,3152
396.58862981583763,8,33.01125848427339,No,5.0,4105
85.41003055143318,4,32.13316187400211,Yes,2.0,2216
470.3125479391564,5,32.64607246958114,No,3.0,4374
